accuracy,loss,val_accuracy,val_loss,learning_rate
0.5562018752098083,0.9502214193344116,0.7163742780685425,0.7450563311576843,0.0003000000142492354
0.7499552369117737,0.629912257194519,0.7710943818092346,0.5702567100524902,0.0003000000142492354
0.806515097618103,0.5050615668296814,0.7915622591972351,0.5319777131080627,0.0003000000142492354
0.8347055912017822,0.4405471384525299,0.8007518649101257,0.5131453275680542,0.0003000000142492354
0.8587793111801147,0.3878324031829834,0.7936508059501648,0.5286076068878174,0.0003000000142492354
0.8736352324485779,0.3586238622665405,0.8032581210136414,0.5147916674613953,0.0003000000142492354
0.8866117596626282,0.3283858299255371,0.8003341555595398,0.5529428124427795,0.0003000000142492354
0.9016466736793518,0.29085272550582886,0.8011695742607117,0.5538586378097534,0.0001500000071246177
0.9063898324966431,0.2787519097328186,0.799081027507782,0.5709773302078247,0.0001500000071246177
0.9106855392456055,0.27125468850135803,0.792397677898407,0.5727372169494629,0.0001500000071246177
0.9158761501312256,0.2541976571083069,0.7978278994560242,0.5790975093841553,7.500000356230885e-05
