accuracy,loss,val_accuracy,val_loss,learning_rate
0.5649722814559937,1.0704288482666016,0.7397660613059998,0.8341352343559265,0.0003000000142492354
0.7429747581481934,0.7647462487220764,0.7748538255691528,0.6743083000183105,0.0003000000142492354
0.8048147559165955,0.6419275999069214,0.7944862246513367,0.6444083452224731,0.0003000000142492354
0.8355110287666321,0.5974101424217224,0.7969924807548523,0.6409042477607727,0.0003000000142492354
0.8560050129890442,0.5559227466583252,0.8061821460723877,0.6398520469665527,0.0003000000142492354
0.8770359754562378,0.5306524038314819,0.8045112490653992,0.6463020443916321,0.0003000000142492354
0.8952926397323608,0.48964616656303406,0.8103592395782471,0.6422316431999207,0.0001500000071246177
0.9102380275726318,0.4623863995075226,0.8036758303642273,0.640852153301239,7.500000356230885e-05
0.9139072895050049,0.4480239152908325,0.8032581210136414,0.6391104459762573,3.7500001781154424e-05
0.9205297827720642,0.44362011551856995,0.8040935397148132,0.6378817558288574,3.7500001781154424e-05
0.9172185659408569,0.4409094452857971,0.8053467273712158,0.6371982097625732,3.7500001781154424e-05
0.9173975586891174,0.43356528878211975,0.8028404116630554,0.6367533206939697,3.7500001781154424e-05
0.9207983016967773,0.43121445178985596,0.8049290180206299,0.6360173225402832,3.7500001781154424e-05
0.9206193089485168,0.4244777262210846,0.8049290180206299,0.6349992156028748,3.7500001781154424e-05
0.9242885112762451,0.42321059107780457,0.8082706928253174,0.6349482536315918,3.7500001781154424e-05
0.9240200519561768,0.4183751344680786,0.8061821460723877,0.63454669713974,1.8750000890577212e-05
0.9257203936576843,0.4196430444717407,0.8065998554229736,0.6345893740653992,1.8750000890577212e-05
0.9237515926361084,0.4144030809402466,0.8065998554229736,0.6343861818313599,9.375000445288606e-06
0.9259889125823975,0.41868600249290466,0.8061821460723877,0.6342177391052246,9.375000445288606e-06
0.9299266338348389,0.41190677881240845,0.8070175647735596,0.6342573761940002,9.375000445288606e-06
0.9257203936576843,0.4073956310749054,0.8065998554229736,0.6341586112976074,4.687500222644303e-06
0.9283157587051392,0.41173386573791504,0.8065998554229736,0.6341489553451538,2.3437501113221515e-06
0.9263468980789185,0.415819376707077,0.8061821460723877,0.6341179013252258,1.1718750556610757e-06
0.9264363646507263,0.4120594263076782,0.8061821460723877,0.6341161131858826,5.859375278305379e-07
0.9296581149101257,0.4092874526977539,0.8061821460723877,0.6341081857681274,5.859375278305379e-07
0.9279577732086182,0.40965428948402405,0.8061821460723877,0.6341024041175842,2.9296876391526894e-07
0.9322534203529358,0.4073801636695862,0.8061821460723877,0.6341021656990051,1.4648438195763447e-07
0.9281367659568787,0.4114045202732086,0.8061821460723877,0.6341019868850708,7.324219097881723e-08
0.9299266338348389,0.4093772768974304,0.8061821460723877,0.6341015100479126,3.662109548940862e-08
0.9270628094673157,0.40974029898643494,0.8061821460723877,0.6341012716293335,1.831054774470431e-08
0.9282262325286865,0.4079785645008087,0.8061821460723877,0.6341013312339783,9.155273872352154e-09
0.9292106628417969,0.4087418019771576,0.8061821460723877,0.6341014504432678,4.577636936176077e-09
0.928047239780426,0.4103826582431793,0.8061821460723877,0.6341016888618469,2.2888184680880386e-09
0.9327903985977173,0.40573352575302124,0.8061821460723877,0.6341018080711365,1.1444092340440193e-09
